5000
dfcabge edcfgba
cbfedag cbfedag
faedbgc gedfcba
daecgbf ecgdabf
cbfdage fcgebda
dacgefb cfgdeab
fcabegd fbcgade
beadfcg dbceafg
agdfbce abfcged
abdecgf bcfgdae
egfacdb degbcfa
aebfdcg bcdaegf
cgdefba edgcabf
ecfadbg adbefgc
dgcefba bdefgac
abfdegc aegdcbf
cdfebga dcbfgae
acfgdeb dgbafec
debfcag gabedcf
acgebfd cbfgdea
gafbdce afegbcd
debacgf eadgbfc
dgceafb gacfedb
eadfcgb cfegdab
ebgacdf dgebcfa
efacbdg decgbfa
bfcedag dacbgfe
fbacedg gdabcef
acebgdf bgeafdc
agbdfce eadfbgc
gbcfdea fadgbec
fgdeacb bdfegac
gcdeabf cadebfg
cfbadge eacfgbd
edbcfag gebfacd
dbfegac ebcgdaf
gadefcb daecgfb
cbefgad edbfgca
efabcgd badegfc
afedgbc begcdfa
feabgcd caedbfg
fdagbce efabgdc
dfceabg afecdbg
gcfeadb bgfeacd
eagdfbc bcfgead
cfbdega dfcaegb
bedcfag cbgadfe
dgcfbae bgfeadc
beagfdc dabgcfe
edfbcag debfgca
dgacefb cbgefda
cagfebd bfeagdc
efcabdg cdgeabf
gcfeadb bgfeacd
fgabced degfabc
ebdfgca fbadcge
fbgdeac ecgafbd
defgcba abfcedg
feagdbc cbefdag
dfgceba fdgebac
befgcad daefbgc
abcgefd aecdfgb
edgcbfa cegbadf
edabcfg ecfdabg
cbfgeda fcgeabd
gcebfda cdbaegf
cgfadeb aedcbfg
ecfbdag defbagc
ecgafdb agcdbfe
ebfcgda adbcegf
dgcafeb becfdga
afbcged bcedgaf
aedbgcf agdfbce
fcdbega cbafegd
acdfbge fdcaebg
feacdgb bagfdec
bgaedcf dcabgef
dcebafg gfecbad
gfdbeca cagdebf
egfacbd eagbdfc
dcgbfae cdfgeab
facbdge dgfceab
gdfabec degcbfa
gafebcd fbaegcd
dafebcg gfcbdae
ecgadfb fagebcd
aefdbcg dfbeagc
gbcdfea eafdbcg
bfaegdc cbdafeg
edgbacf bgafdec
aefgcdb adecbgf
afbcdge abefgdc
eabgdcf efadcgb
fbdgaec bcaedfg
begadfc gedbcfa
gafbecd abcegfd
fbcgead febadgc
bcgdfae abgedcf
eabgdfc bgdcaef
gefbdca gebacfd
cfdgeba febagcd
bedfagc abdecgf
acdegbf fdbgcae
afgdecb bgeafcd
edbacgf aebfdgc
bfgdeac bdegfac
edfcabg fgaedbc
cabegdf gdaefbc
debgfac agcefdb
ceabgfd baegcdf
ceabdfg egdfabc
ebcdfag dcfgeba
egdbfac bfcdgea
aegbfdc aecgfdb
faebgcd afebdcg
bfgecda dacefbg
cagfbde agecbfd
agebfdc ecafgdb
gdebcfa cegadfb
acbfgde ebfacdg
bcaegfd dfegbac
gacbefd dbefcag
gbadcfe fedgbca
agcbedf aefdcbg
dabfegc caebdgf
dcgfbae edcgafb
cgbefda dceabfg
bcedgaf ecafdgb
agdebcf edgcafb
afgedcb dcegbfa
edcfbag eafbgcd
egdafcb gfbedac
gfdbcae ecabgdf
egdcfab bfdgeac
fdaebgc dcefgab
cabfedg ceafgdb
baegdcf gfcedab
gdbacef gefadbc
ebdgafc dfabegc
bfdgeca cdgbafe
bgdaecf cegfdba
aegdfcb gaefdcb
fgacebd afcegdb
gcdeafb bgcadfe
edcbfag fcbadge
aegbcfd fdbcgea
fgbdcea cbadegf
bcedafg geacdbf
dfgcabe efbcdga
eadbfcg gfadcbe
eagdbcf gefadcb
fgcabde gecfbda
bgdefac efdcagb
agfcedb dgefcab
fegbacd aefdbgc
cdbaegf bedgcfa
eabcfdg dgcabef
aebcfgd abcedfg
debgfca fgdbeca
facbedg gaecbdf
cfgdaeb fagcdbe
gafcdeb badcgfe
eabdcfg cdbegaf
ecfbdag defbagc
fegdbca febcdga
gedacbf edbafcg
cgedfba abedcfg
gabedcf bafecgd
cafbgde dgaebfc
edbafgc cfdgbae
beacgfd eagfdcb
adegcfb becgdfa
beafcdg fbdagec
fdcbaeg edcgbaf
dfbgeca bdegcfa
fcabdge cbaedgf
eagcdfb eabfcdg
ebfdcag fcdgaeb
cabedgf egabdcf
ecdbgfa ecdagfb
dbgecaf eabcfgd
eacbfdg fdcabge
cfeadgb edfcgba
bfdgcea bcgeadf
gefdacb eagbcfd
gcdebfa agbefdc
facebgd fcaegdb
gcefbad bafcegd
bdcfega dgecfba
degfacb ebagfdc
gcfedba acdgfeb
faegcdb cbfdeag
bcagedf cgdfbea
fbgadce aegbcfd
edcfbga egbfdca
fedcbag dbefgca
edgbfca aebfgdc
gaebdcf ecadbgf
aefcdbg bdecagf
bcfdage cbgaefd
dbfeacg dgcfeab
gacfdbe fgcdaeb
edacgbf dfecbag
cegdfba bfcadge
badgcfe aebfcgd
acdfbge fdcaebg
daefbcg acefgdb
deafbcg adefbcg
gbeafcd faecdgb
dafgceb degfcba
gfcbaed egcfdba
ebcafgd aegbcdf
cdbfaeg befcadg
bcfgead cfedbag
acdegbf fdbgcae
bagdefc acebfdg
adegbcf dabgcef
agdcfbe cegfbda
adgcfbe afdcbeg
ecafbdg dfgbaec
adgfbce cgadebf
gfaecbd bdgcfae
fegcbda befdgac
fdeacbg gafbedc
fdgceba dgcaebf
bfagcde fagedbc
cdfeabg gcbfaed
gacedbf geabdcf
fdcbgae dbcefga
aecdfbg bgacedf
aebcdgf dcbegaf
badcfge gecbfda
ebfagcd decafbg
begcdfa fdbaecg
cbdgfae bcefagd
dgefabc agdfebc
adfcbge gdcabfe
bfegdca cgbfdea
agdfecb agdfecb
abfgedc bcgadfe
cgfebad fagedcb
bedacfg gcefdab
bgacdef dbecgfa
adgcfeb dcgfabe
adcefbg acfbdge
bacfged fdbcega
bgfaedc fgcbade
dcabfeg cgedfab
cbdgeaf bfcgead
dcgbeaf edafcbg
agfbcde bdfaceg
egcdafb dagbcfe
bfedagc cdgfbea
edagcbf dabfecg
gedabcf dacegbf
fgeadcb fgaebdc
bedfgac gadcefb
cfbadge eacfgbd
adcbgef cfbdgea
bdecfga cadegbf
bfadceg bfgadce
gdbafce adfbecg
bacedfg gbcdfea
cbgdeaf fgadceb
efbacgd egbacdf
gdbface cdafegb
decbfga feabdcg
adecbgf dcebagf
egfcadb fdaegbc
cdgafeb afcbedg
bgdface gbfdace
edfgcba agbdefc
decgbaf fgcbeda
edgabfc cbfdgae
fbeacdg cabfdge
cdebfga cafgbed
edbcagf gbfdcae
acebgfd fegadbc
fabdgce acebgfd
fgdbaec bfcdeag
